attendance_id,employee_id,attendance_date,status,overtime_hours
1783,1285,2026-06-16,Present,0.0
1784,1285,2026-06-15,Present,0.0
1785,1285,2026-06-12,Present,0.0
1786,1294,2026-07-10,Leave,0.0
1787,1294,2026-07-09,Present,0.0
1788,1294,2026-07-08,Present,0.0
1789,1294,2026-07-07,Present,1.5
1790,1294,2026-07-06,Present,1.5
1791,1294,2026-07-03,Absent,1.0
1792,1294,2026-07-02,P,2.0
1793,1294,2026-07-01,Present,3.0
1794,1294,2026-06-30,Present,1.5
1795,1294,2026-06-29,Present,1.0
1796,1294,2026-06-26,Work From Home,0.0
1797,1294,2026-06-25,Work From Home,1.0
1798,1294,2026-06-24,Present,1.5
1799,1294,2026-06-23,Absent,0.0
1800,1294,2026-06-22,Present,3.0
1801,1294,2026-06-19,Present,1.5
1802,1294,2026-06-18,Present,0.0
1803,1294,2026-06-17,Present,2.0
1804,1294,2026-06-16,Present,1.0
1805,1294,2026-06-15,Present,1.0
1806,1294,2026-06-12,Present,2.0
1807,1365,2026-07-10,Present,1.5
1808,1365,2026-07-09,Present,0.0
1809,1365,2026-07-08,Present,1.5
1810,1365,2026-07-07,Present,0.0
1811,1365,2026-07-06,Absent,0.0
1812,1365,2026-07-03,Present,1.0
1813,1365,2026-07-02,Absent,3.0
1814,1365,2026-07-01,Present,2.0
1815,1365,2026-06-30,Present,0.0
1816,1365,2026-06-29,Present,1.0
1817,1365,2026-06-26,Present,1.0
1818,1365,2026-06-25,Present,0.0
1819,1365,2026-06-24,Present,0.0
1820,1365,2026-06-23,Present,0.0
1821,1365,2026-06-22,Present,1.5
1822,1365,2026-06-19,Work From Home,1.0
1823,1365,2026-06-18,Present,0.0
1824,1365,2026-06-17,Present,2.0
1825,1365,2026-06-16,Present,1.0
1826,1365,2026-06-15,Present,3.0
1827,1365,2026-06-12,Present,0.0
1828,1146,2026-07-10,Leave,0.0
1829,1146,2026-07-09,Present,1.0
1830,1146,2026-07-08,Present,0.0
1831,1146,2026-07-07,Present,0.0
1832,1146,2026-07-06,Work From Home,3.0
1833,1146,2026-07-03,Present,0.0
1834,1146,2026-07-02,Work From Home,2.0
1835,1146,2026-07-01,Present,0.0
1836,1146,2026-06-30,Work From Home,0.0
1837,1146,2026-06-29,Leave,1.0
1838,1146,2026-06-26,Present,2.0
1839,1146,2026-06-25,Present,3.0
1840,1146,2026-06-24,Present,0.0
1841,1146,2026-06-23,Present,0.0
1842,1146,2026-06-22,Present,2.0
1843,1146,2026-06-19,Work From Home,3.0
1844,1146,2026-06-18,Present,0.0
1845,1146,2026-06-17,Present,0.0
1846,1146,2026-06-16,Work From Home,2.0
1847,1146,2026-06-15,Present,1.0
1848,1146,2026-06-12,Present,0.0
1849,1606,2026-07-10,Work From Home,3.0
1850,1606,2026-07-09,Present,0.0
1851,1606,2026-07-08,Present,0.0
1852,1606,2026-07-07,Present,0.0
1853,1606,2026-07-06,Present,1.5
1854,1606,2026-07-03,Present,3.0
1855,1606,2026-07-02,Present,3.0
1856,1606,2026-07-01,Absent,2.0
1857,1606,2026-06-30,Wfh,0.0
1858,1606,2026-06-29,Present,2.0
1859,1606,2026-06-26,P,3.0
1860,1606,2026-06-25,Present,1.0
1861,1606,2026-06-24,Present,0.0
1862,1606,2026-06-23,Leave,1.0
1863,1606,2026-06-22,Present,0.0
1864,1606,2026-06-19,Present,0.0
1865,1606,2026-06-18,Present,0.0
1866,1606,2026-06-17,Present,2.0
1867,1606,2026-06-16,Present,2.0
1868,1606,2026-06-15,Present,1.5
1869,1606,2026-06-12,Present,0.0
1870,1808,2026-07-10,Present,0.0
1871,1808,2026-07-09,Present,2.0
1872,1808,2026-07-08,Absent,1.0
1873,1808,2026-07-07,Present,1.5
1874,1808,2026-07-06,Present,2.0
1875,1808,2026-07-03,Present,1.5
1876,1808,2026-07-02,Present,0.0
1877,1808,2026-07-01,Present,3.0
1878,1808,2026-06-30,Present,2.0
1879,1808,2026-06-29,Present,1.5
1880,1808,2026-06-26,Present,3.0
1881,1808,2026-06-25,Absent,1.5
1882,1808,2026-06-24,Leave,0.0
1883,1808,2026-06-23,Present,0.0
1884,1808,2026-06-22,Present,1.0
1885,1808,2026-06-19,Present,1.0
1886,1808,2026-06-18,Present,1.5
1887,1808,2026-06-17,Present,2.0
1888,1808,2026-06-16,Present,3.0
1889,1808,2026-06-15,Present,0.0
1890,1808,2026-06-12,Present,1.5
1891,1612,2026-07-10,Present,1.5
1892,1612,2026-07-09,Present,1.0
1893,1612,2026-07-08,Present,3.0
1894,1612,2026-07-07,Present,1.0
1895,1612,2026-07-06,Work From Home,0.0
1896,1612,2026-07-03,Present,3.0
1897,1612,2026-07-02,Present,1.0
1898,1612,2026-07-01,Present,1.5
1899,1612,2026-06-30,Present,1.5
1900,1612,2026-06-29,Present,0.0
1901,1612,2026-06-26,Leave,0.0
1902,1612,2026-06-25,Present,3.0
1903,1612,2026-06-24,Present,0.0
1904,1612,2026-06-23,Present,0.0
1905,1612,2026-06-22,Present,0.0
1906,1612,2026-06-19,Present,1.5
1907,1612,2026-06-18,Present,0.0
1908,1612,2026-06-17,Present,1.0
1909,1612,2026-06-16,Present,0.0
1910,1612,2026-06-15,Present,0.0
1911,1612,2026-06-12,Present,0.0
1912,1392,2026-07-10,Present,1.5
1913,1392,2026-07-09,Present,0.0
1914,1392,2026-07-08,Present,0.0
1915,1392,2026-07-07,Present,2.0
1916,1392,2026-07-06,Present,0.0
1917,1392,2026-07-03,Present,0.0
1918,1392,2026-07-02,Present,1.5
1919,1392,2026-07-01,Absent,0.0
1920,1392,2026-06-30,Present,0.0
1921,1392,2026-06-29,Present,3.0
1922,1392,2026-06-26,Present,0.0
1923,1392,2026-06-25,Present,2.0
1924,1392,2026-06-24,Leave,1.0
1925,1392,2026-06-23,Present,1.5
1926,1392,2026-06-22,Present,1.0
1927,1392,2026-06-19,Present,0.0
1928,1392,2026-06-18,Absent,3.0
1929,1392,2026-06-17,Present,1.0
1930,1392,2026-06-16,Present,3.0
1931,1392,2026-06-15,Work From Home,3.0
1932,1392,2026-06-12,P,0.0
1933,1314,2026-07-10,Work From Home,3.0
1934,1314,2026-07-09,Present,1.5
1935,1314,2026-07-08,Leave,2.0
1936,1314,2026-07-07,Present,0.0
1937,1314,2026-07-06,Present,0.0
1938,1314,2026-07-03,Present,0.0
1939,1314,2026-07-02,Absent,1.5
1940,1314,2026-07-01,Present,2.0
1941,1314,2026-06-30,P,1.5
1942,1314,2026-06-29,Present,1.5
1943,1314,2026-06-26,Present,0.0
1944,1314,2026-06-25,Present,0.0
1945,1314,2026-06-24,Present,1.5
1946,1314,2026-06-23,Work From Home,0.0
1947,1314,2026-06-22,Work From Home,3.0
1948,1314,2026-06-19,Present,3.0
1949,1314,2026-06-18,Present,3.0
1950,1314,2026-06-17,Present,0.0
1951,1314,2026-06-16,Leave,1.5
1952,1314,2026-06-15,Present,0.0
1953,1314,2026-06-12,Work From Home,1.5
1954,1361,2026-07-10,Work From Home,1.5
1955,1361,2026-07-09,Leave,0.0
1956,1361,2026-07-08,Present,1.5
1957,1361,2026-07-07,Present,0.0
1958,1361,2026-07-06,Present,2.0
1959,1361,2026-07-03,Absent,1.0
1960,1361,2026-07-02,Present,0.0
1961,1361,2026-07-01,Present,0.0
1962,1361,2026-06-30,Present,0.0
1963,1361,2026-06-29,Present,0.0
1964,1361,2026-06-26,Present,0.0
1965,1361,2026-06-25,Present,0.0
1966,1361,2026-06-24,Absent,0.0
1967,1361,2026-06-23,Present,0.0
1968,1361,2026-06-22,Present,3.0
1969,1361,2026-06-19,Present,1.5
1970,1361,2026-06-18,Present,1.5
1971,1361,2026-06-17,Present,1.5
1972,1361,2026-06-16,Present,2.0
1973,1361,2026-06-15,Absent,0.0
1974,1361,2026-06-12,Present,1.5
1975,1725,2026-07-10,Present,2.0
1976,1725,2026-07-09,Present,0.0
1977,1725,2026-07-08,Present,1.5
1978,1725,2026-07-07,Present,1.0
1979,1725,2026-07-06,Present,0.0
1980,1725,2026-07-03,Work From Home,0.0
1981,1725,2026-07-02,Present,3.0
1982,1725,2026-07-01,Present,2.0
1983,1725,2026-06-30,Work From Home,2.0
1984,1725,2026-06-29,Present,3.0
1985,1725,2026-06-26,Present,1.5
1986,1725,2026-06-25,Present,3.0
1987,1725,2026-06-24,Present,1.0
1988,1725,2026-06-23,Present,2.0
1989,1725,2026-06-22,Present,0.0
1990,1725,2026-06-19,Present,2.0
1991,1725,2026-06-18,Present,0.0
1992,1725,2026-06-17,Present,0.0
1993,1725,2026-06-16,Present,0.0
1994,1725,2026-06-15,Present,1.0
1995,1725,2026-06-12,Present,1.0
1996,1473,2026-07-10,Present,1.0
1997,1473,2026-07-09,Present,2.0
1998,1473,2026-07-08,Present,0.0
1999,1473,2026-07-07,Present,1.0
2000,1473,2026-07-06,Leave,0.0
2001,1473,2026-07-03,Work From Home,1.5
2002,1473,2026-07-02,Present,2.0
2003,1473,2026-07-01,Present,2.0
2004,1473,2026-06-30,Present,1.0
2005,1473,2026-06-29,Present,3.0
2006,1473,2026-06-26,Leave,0.0
2007,1473,2026-06-25,Present,1.5
2008,1473,2026-06-24,Present,1.0
2009,1473,2026-06-23,Present,0.0
2010,1473,2026-06-22,Present,1.0
2011,1473,2026-06-19,Absent,1.5
2012,1473,2026-06-18,Present,2.0
2013,1473,2026-06-17,Present,1.0
2014,1473,2026-06-16,Present,0.0
2015,1473,2026-06-15,Present,0.0
2016,1473,2026-06-12,P,0.0
2017,1320,2026-07-10,Present,3.0
2018,1320,2026-07-09,Absent,1.0
2019,1320,2026-07-08,Present,0.0
2020,1320,2026-07-07,Present,2.0
2021,1320,2026-07-06,Present,2.0
2022,1320,2026-07-03,Work From Home,1.5
2023,1320,2026-07-02,Present,2.0
2024,1320,2026-07-01,Present,2.0
2025,1320,2026-06-30,Present,0.0
2026,1320,2026-06-29,Present,0.0
2027,1320,2026-06-26,Present,0.0
2028,1320,2026-06-25,Present,3.0
2029,1320,2026-06-24,Present,2.0
2030,1320,2026-06-23,Present,0.0
2031,1320,2026-06-22,Absent,0.0
2032,1320,2026-06-19,Present,2.0
2033,1320,2026-06-18,Present,1.0
2034,1320,2026-06-17,Present,0.0
2035,1320,2026-06-16,Present,1.5
2036,1320,2026-06-15,Present,3.0
2037,1320,2026-06-12,Present,0.0
2038,1278,2026-07-10,Work From Home,3.0
2039,1278,2026-07-09,Leave,1.5
2040,1278,2026-07-08,Present,0.0
2041,1278,2026-07-07,Present,3.0
2042,1278,2026-07-06,Present,0.0
2043,1278,2026-07-03,Present,0.0
2044,1278,2026-07-02,Present,1.0
2045,1278,2026-07-01,Absent,3.0
2046,1278,2026-06-30,Present,0.0
2047,1278,2026-06-29,Present,1.0
2048,1278,2026-06-26,Leave,0.0
2049,1278,2026-06-25,Present,0.0
2050,1278,2026-06-24,Present,3.0
2051,1278,2026-06-23,Leave,0.0
2052,1278,2026-06-22,Present,1.5
2053,1278,2026-06-19,Work From Home,0.0
2054,1278,2026-06-18,Present,1.0
2055,1278,2026-06-17,Present,2.0
2056,1278,2026-06-16,Present,2.0
2057,1278,2026-06-15,Absent,0.0
2058,1278,2026-06-12,Present,0.0
2059,1210,2026-07-10,Leave,3.0
2060,1210,2026-07-09,Present,1.5
2061,1210,2026-07-08,Present,0.0
2062,1210,2026-07-07,Present,0.0
2063,1210,2026-07-06,Present,1.5
2064,1210,2026-07-03,Present,3.0
2065,1210,2026-07-02,Leave,2.0
2066,1210,2026-07-01,Present,3.0
2067,1210,2026-06-30,Work From Home,3.0
2068,1210,2026-06-29,Work From Home,3.0
2069,1210,2026-06-26,Present,1.0
2070,1210,2026-06-25,Present,1.5
2071,1210,2026-06-24,Present,1.5
2072,1210,2026-06-23,Leave,1.5
2073,1210,2026-06-22,Absent,0.0
2074,1210,2026-06-19,Present,1.5
2075,1210,2026-06-18,Present,0.0
2076,1210,2026-06-17,Present,0.0
2077,1210,2026-06-16,Present,2.0
2078,1210,2026-06-15,P,2.0
2079,1210,2026-06-12,Present,1.5
2080,1219,2026-07-10,Present,3.0
2081,1219,2026-07-09,Absent,2.0
2082,1219,2026-07-08,Present,0.0
2083,1219,2026-07-07,Present,1.5
2084,1219,2026-07-06,Present,2.0
2085,1219,2026-07-03,Present,0.0
2086,1219,2026-07-02,Work From Home,3.0
2087,1219,2026-07-01,Present,1.5
2088,1219,2026-06-30,Present,2.0
2089,1219,2026-06-29,Present,3.0
2090,1219,2026-06-26,Present,0.0
2091,1219,2026-06-25,Present,1.5
2092,1219,2026-06-24,Present,3.0
2093,1219,2026-06-23,Present,2.0
2094,1219,2026-06-22,Present,1.0
2095,1219,2026-06-19,Present,0.0
2096,1219,2026-06-18,Present,2.0
2097,1219,2026-06-17,Present,2.0
2098,1219,2026-06-16,Present,3.0
2099,1219,2026-06-15,Present,0.0
2100,1219,2026-06-12,Present,1.5
2101,1071,2026-07-10,Present,0.0
2102,1071,2026-07-09,Work From Home,3.0
2103,1071,2026-07-08,Present,1.5
2104,1071,2026-07-07,Present,0.0
2105,1071,2026-07-06,Present,0.0
2106,1071,2026-07-03,Present,2.0
2107,1071,2026-07-02,Present,0.0
2108,1071,2026-07-01,Present,3.0
2109,1071,2026-06-30,Present,1.0
2110,1071,2026-06-29,Work From Home,2.0
2111,1071,2026-06-26,Work From Home,1.0
2112,1071,2026-06-25,Present,1.0
2113,1071,2026-06-24,Present,3.0
2114,1071,2026-06-23,Present,3.0
2115,1071,2026-06-22,Present,1.5
2116,1071,2026-06-19,Present,0.0
2117,1071,2026-06-18,Present,0.0
2118,1071,2026-06-17,Present,0.0
2119,1071,2026-06-16,Present,2.0
2120,1071,2026-06-15,Absent,0.0
2121,1071,2026-06-12,Present,1.5
2122,1610,2026-07-10,Present,1.5
2123,1610,2026-07-09,Present,1.0
2124,1610,2026-07-08,Present,1.5
2125,1610,2026-07-07,Present,1.5
2126,1610,2026-07-06,P,1.0
2127,1610,2026-07-03,P,1.5
2128,1610,2026-07-02,Present,1.0
2129,1610,2026-07-01,Present,0.0
2130,1610,2026-06-30,Present,1.5
2131,1610,2026-06-29,Present,0.0
2132,1610,2026-06-26,Present,1.5
2133,1610,2026-06-25,Absent,0.0
2134,1610,2026-06-24,Present,3.0
2135,1610,2026-06-23,Leave,0.0
2136,1610,2026-06-22,Leave,2.0
2137,1610,2026-06-19,Work From Home,1.5
2138,1610,2026-06-18,Present,0.0
2139,1610,2026-06-17,Present,3.0
2140,1610,2026-06-16,Present,0.0
2141,1610,2026-06-15,Present,0.0
2142,1610,2026-06-12,Present,2.0
2143,1628,2026-07-10,Present,0.0
2144,1628,2026-07-09,Present,0.0
2145,1628,2026-07-08,P,3.0
2146,1628,2026-07-07,Present,1.0
2147,1628,2026-07-06,Leave,1.0
2148,1628,2026-07-03,Present,2.0
2149,1628,2026-07-02,Present,2.0
2150,1628,2026-07-01,Present,0.0
2151,1628,2026-06-30,Present,1.5
2152,1628,2026-06-29,Present,2.0
2153,1628,2026-06-26,Present,1.0
2154,1628,2026-06-25,P,1.0
2155,1628,2026-06-24,Present,3.0
2156,1628,2026-06-23,Present,3.0
2157,1628,2026-06-22,Work From Home,0.0
2158,1628,2026-06-19,Present,0.0
2159,1628,2026-06-18,Work From Home,0.0
2160,1628,2026-06-17,Present,1.0
2161,1628,2026-06-16,Present,1.0
2162,1628,2026-06-15,Present,0.0
2163,1628,2026-06-12,Present,2.0
2164,1491,2026-07-10,Absent,0.0
2165,1491,2026-07-09,Present,1.5
2166,1491,2026-07-08,Present,0.0
2167,1491,2026-07-07,Present,0.0
2168,1491,2026-07-06,Present,3.0
2169,1491,2026-07-03,Present,1.5
2170,1491,2026-07-02,Leave,3.0
2171,1491,2026-07-01,Present,2.0
2172,1491,2026-06-30,Present,2.0
2173,1491,2026-06-29,Present,3.0
2174,1491,2026-06-26,Present,1.5
2175,1491,2026-06-25,Absent,3.0
2176,1491,2026-06-24,Present,1.5
2177,1491,2026-06-23,Present,0.0
2178,1491,2026-06-22,Present,0.0
2179,1491,2026-06-19,Present,0.0
2180,1491,2026-06-18,Present,0.0
2181,1491,2026-06-17,P,2.0
2182,1491,2026-06-16,Present,1.5
2183,1491,2026-06-15,Work From Home,1.0
2184,1491,2026-06-12,Present,3.0
2185,1100,2026-07-10,Present,1.5
2186,1100,2026-07-09,Present,2.0
2187,1100,2026-07-08,Present,3.0
2188,1100,2026-07-07,Present,1.5
2189,1100,2026-07-06,Present,0.0
2190,1100,2026-07-03,Work From Home,2.0
2191,1100,2026-07-02,Wfh,0.0
2192,1100,2026-07-01,Present,2.0
2193,1100,2026-06-30,Present,0.0
2194,1100,2026-06-29,Present,1.0
2195,1100,2026-06-26,Present,1.0
2196,1100,2026-06-25,Present,3.0
2197,1100,2026-06-24,Present,0.0
2198,1100,2026-06-23,Present,1.5
2199,1100,2026-06-22,Leave,1.5
2200,1100,2026-06-19,Present,2.0
2201,1100,2026-06-18,Present,3.0
2202,1100,2026-06-17,Present,0.0
2203,1100,2026-06-16,Absent,0.0
2204,1100,2026-06-15,Present,1.0
2205,1100,2026-06-12,Present,0.0
2206,1126,2026-07-10,Present,1.5
2207,1126,2026-07-09,Present,1.5
2208,1126,2026-07-08,Present,1.5
2209,1126,2026-07-07,Present,2.0
2210,1126,2026-07-06,Present,3.0
2211,1126,2026-07-03,Present,0.0
2212,1126,2026-07-02,Present,0.0
2213,1126,2026-07-01,Present,0.0
2214,1126,2026-06-30,Present,1.0
2215,1126,2026-06-29,Leave,0.0
2216,1126,2026-06-26,Leave,1.5
2217,1126,2026-06-25,Work From Home,2.0
2218,1126,2026-06-24,Present,3.0
2219,1126,2026-06-23,Present,0.0
2220,1126,2026-06-22,P,0.0
2221,1126,2026-06-19,Present,3.0
2222,1126,2026-06-18,Work From Home,0.0
2223,1126,2026-06-17,Present,1.0
2224,1126,2026-06-16,Present,1.0
2225,1126,2026-06-15,Present,2.0
2226,1126,2026-06-12,Absent,1.5
2227,1700,2026-07-10,Leave,0.0
2228,1700,2026-07-09,P,1.5
2229,1700,2026-07-08,P,0.0
2230,1700,2026-07-07,Present,0.0
2231,1700,2026-07-06,Leave,0.0
2232,1700,2026-07-03,Work From Home,1.5
2233,1700,2026-07-02,Present,1.0
2234,1700,2026-07-01,Present,1.0
2235,1700,2026-06-30,Present,2.0
2236,1700,2026-06-29,Present,3.0
2237,1700,2026-06-26,Leave,1.0
2238,1700,2026-06-25,Present,0.0
2239,1700,2026-06-24,Present,1.0
2240,1700,2026-06-23,Present,3.0
2241,1700,2026-06-22,Work From Home,0.0
2242,1700,2026-06-19,Present,3.0
2243,1700,2026-06-18,Work From Home,0.0
2244,1700,2026-06-17,Leave,1.0
2245,1700,2026-06-16,Present,1.0
2246,1700,2026-06-15,Present,1.0
2247,1700,2026-06-12,Work From Home,2.0
2248,1372,2026-07-10,Present,1.5
2249,1372,2026-07-09,Present,0.0
2250,1372,2026-07-08,Absent,0.0
2251,1372,2026-07-07,Work From Home,2.0
2252,1372,2026-07-06,Wfh,1.0
2253,1372,2026-07-03,Present,2.0
2254,1372,2026-07-02,Absent,1.0
2255,1372,2026-07-01,Present,3.0
2256,1372,2026-06-30,Present,1.0
2257,1372,2026-06-29,Present,0.0
2258,1372,2026-06-26,Present,0.0
2259,1372,2026-06-25,Present,1.0
2260,1372,2026-06-24,Leave,0.0
2261,1372,2026-06-23,Present,1.0
2262,1372,2026-06-22,Present,3.0
2263,1372,2026-06-19,Work From Home,0.0
2264,1372,2026-06-18,P,3.0
2265,1372,2026-06-17,Present,2.0
2266,1372,2026-06-16,Leave,3.0
2267,1372,2026-06-15,Work From Home,2.0
2268,1372,2026-06-12,Present,3.0
2269,1233,2026-07-10,Present,2.0
2270,1233,2026-07-09,Present,2.0
2271,1233,2026-07-08,Present,0.0
2272,1233,2026-07-07,Work From Home,2.0
2273,1233,2026-07-06,Leave,1.5
2274,1233,2026-07-03,Present,1.0
2275,1233,2026-07-02,Present,0.0
2276,1233,2026-07-01,Present,1.5
2277,1233,2026-06-30,Present,1.0
2278,1233,2026-06-29,Present,1.5
2279,1233,2026-06-26,Work From Home,3.0
2280,1233,2026-06-25,Present,2.0
2281,1233,2026-06-24,Present,1.0
2282,1233,2026-06-23,Present,1.5
2283,1233,2026-06-22,Present,3.0
2284,1233,2026-06-19,Present,1.0
2285,1233,2026-06-18,Present,3.0
2286,1233,2026-06-17,Present,0.0
2287,1233,2026-06-16,Present,1.5
2288,1233,2026-06-15,Present,1.0
2289,1233,2026-06-12,Present,1.5
2290,1807,2026-07-10,Present,2.0
2291,1807,2026-07-09,Present,0.0
2292,1807,2026-07-08,Absent,1.0
2293,1807,2026-07-07,Present,0.0
2294,1807,2026-07-06,Present,0.0
2295,1807,2026-07-03,Present,0.0
2296,1807,2026-07-02,Present,1.0
2297,1807,2026-07-01,Present,1.0
2298,1807,2026-06-30,Present,0.0
2299,1807,2026-06-29,Present,3.0
2300,1807,2026-06-26,Present,0.0
2301,1807,2026-06-25,Absent,0.0
2302,1807,2026-06-24,Present,1.5
2303,1807,2026-06-23,Present,0.0
2304,1807,2026-06-22,Present,2.0
2305,1807,2026-06-19,Present,0.0
2306,1807,2026-06-18,Present,3.0
2307,1807,2026-06-17,Present,0.0
2308,1807,2026-06-16,Present,1.0
2309,1807,2026-06-15,Present,0.0
2310,1807,2026-06-12,Present,1.5
2311,1249,2026-07-10,Work From Home,0.0
2312,1249,2026-07-09,P,0.0
2313,1249,2026-07-08,Present,0.0
2314,1249,2026-07-07,Present,0.0
2315,1249,2026-07-06,Present,0.0
2316,1249,2026-07-03,P,1.0
2317,1249,2026-07-02,Present,0.0
2318,1249,2026-07-01,Present,1.5
2319,1249,2026-06-30,Present,3.0
2320,1249,2026-06-29,Present,1.0
2321,1249,2026-06-26,Present,2.0
2322,1249,2026-06-25,Present,0.0
2323,1249,2026-06-24,Work From Home,3.0
2324,1249,2026-06-23,Present,1.5
2325,1249,2026-06-22,Present,1.0
2326,1249,2026-06-19,Present,0.0
2327,1249,2026-06-18,Absent,1.0
2328,1249,2026-06-17,Work From Home,0.0
2329,1249,2026-06-16,Present,0.0
2330,1249,2026-06-15,Present,1.5
2331,1249,2026-06-12,Leave,0.0
2332,1284,2026-07-10,Work From Home,0.0
2333,1284,2026-07-09,Present,0.0
2334,1284,2026-07-08,Present,0.0
2335,1284,2026-07-07,Present,2.0
2336,1284,2026-07-06,Present,0.0
2337,1284,2026-07-03,Present,1.0
2338,1284,2026-07-02,Present,1.0
2339,1284,2026-07-01,Present,3.0
2340,1284,2026-06-30,Present,0.0
2341,1284,2026-06-29,Present,1.0
2342,1284,2026-06-26,Work From Home,1.0
2343,1284,2026-06-25,Present,2.0
2344,1284,2026-06-24,Present,1.0
2345,1284,2026-06-23,Absent,1.5
2346,1284,2026-06-22,Present,2.0
2347,1284,2026-06-19,Leave,0.0
2348,1284,2026-06-18,Present,1.5
2349,1284,2026-06-17,Present,3.0
2350,1284,2026-06-16,Present,0.0
2351,1284,2026-06-15,Work From Home,1.5
2352,1284,2026-06-12,Present,0.0
2353,1595,2026-07-10,Present,0.0
2354,1595,2026-07-09,Present,0.0
2355,1595,2026-07-08,Present,1.0
2356,1595,2026-07-07,Present,3.0
2357,1595,2026-07-06,Present,1.5
2358,1595,2026-07-03,Present,1.5
2359,1595,2026-07-02,Absent,0.0
2360,1595,2026-07-01,Present,1.5
2361,1595,2026-06-30,Leave,2.0
2362,1595,2026-06-29,Present,2.0
2363,1595,2026-06-26,Present,0.0
2364,1595,2026-06-25,Present,0.0
2365,1595,2026-06-24,Present,1.0
2366,1595,2026-06-23,Present,0.0
2367,1595,2026-06-22,Present,1.5
2368,1595,2026-06-19,Present,0.0
2369,1595,2026-06-18,P,0.0
2370,1595,2026-06-17,Work From Home,0.0
2371,1595,2026-06-16,Present,0.0
2372,1595,2026-06-15,Present,0.0
2373,1595,2026-06-12,Present,3.0
2374,1462,2026-07-10,Present,1.5
2375,1462,2026-07-09,Work From Home,3.0
2376,1462,2026-07-08,Present,1.5
2377,1462,2026-07-07,Present,1.5
2378,1462,2026-07-06,Present,1.5
2379,1462,2026-07-03,P,1.5
2380,1462,2026-07-02,Present,2.0
2381,1462,2026-07-01,Present,1.5
2382,1462,2026-06-30,Present,1.0
2383,1462,2026-06-29,Work From Home,1.0
2384,1462,2026-06-26,Present,1.0
2385,1462,2026-06-25,Present,3.0
2386,1462,2026-06-24,Present,1.0
2387,1462,2026-06-23,Leave,1.5
2388,1462,2026-06-22,Present,1.0
2389,1462,2026-06-19,Present,0.0
2390,1462,2026-06-18,Work From Home,3.0
2391,1462,2026-06-17,Present,0.0
2392,1462,2026-06-16,Work From Home,1.0
2393,1462,2026-06-15,Present,0.0
2394,1462,2026-06-12,Work From Home,2.0
2395,1169,2026-07-10,Work From Home,0.0
2396,1169,2026-07-09,P,1.5
2397,1169,2026-07-08,Present,0.0
2398,1169,2026-07-07,Present,0.0
2399,1169,2026-07-06,Present,0.0
2400,1169,2026-07-03,Present,2.0
2401,1169,2026-07-02,Present,0.0
2402,1169,2026-07-01,Present,1.5
2403,1169,2026-06-30,Present,2.0
2404,1169,2026-06-29,Work From Home,0.0
2405,1169,2026-06-26,Absent,0.0
2406,1169,2026-06-25,Present,3.0
2407,1169,2026-06-24,Leave,0.0
2408,1169,2026-06-23,Work From Home,0.0
2409,1169,2026-06-22,Present,0.0
2410,1169,2026-06-19,Present,3.0
2411,1169,2026-06-18,Present,1.0
2412,1169,2026-06-17,Present,0.0
2413,1169,2026-06-16,Present,1.5
2414,1169,2026-06-15,Work From Home,2.0
2415,1169,2026-06-12,Present,3.0
2416,1638,2026-07-10,P,1.0
2417,1638,2026-07-09,Present,1.5
2418,1638,2026-07-08,Present,0.0
2419,1638,2026-07-07,Present,3.0
2420,1638,2026-07-06,Work From Home,1.5
2421,1638,2026-07-03,Work From Home,1.5
2422,1638,2026-07-02,Leave,0.0
2423,1638,2026-07-01,Present,2.0
2424,1638,2026-06-30,Present,0.0
2425,1638,2026-06-29,Present,0.0
2426,1638,2026-06-26,Leave,0.0
2427,1638,2026-06-25,Present,1.5
2428,1638,2026-06-24,Present,1.0
2429,1638,2026-06-23,Present,1.5
2430,1638,2026-06-22,Present,3.0
2431,1638,2026-06-19,Work From Home,0.0
2432,1638,2026-06-18,Present,1.5
2433,1638,2026-06-17,Present,1.0
2434,1638,2026-06-16,Present,1.0
2435,1638,2026-06-15,Present,1.5
2436,1638,2026-06-12,Present,2.0
2437,1443,2026-07-10,Work From Home,0.0
2438,1443,2026-07-09,P,1.0
2439,1443,2026-07-08,Work From Home,0.0
2440,1443,2026-07-07,Present,3.0
2441,1443,2026-07-06,Absent,1.5
2442,1443,2026-07-03,Present,0.0
2443,1443,2026-07-02,Present,3.0
2444,1443,2026-07-01,Present,0.0
2445,1443,2026-06-30,Present,3.0
2446,1443,2026-06-29,Present,0.0
2447,1443,2026-06-26,Present,0.0
2448,1443,2026-06-25,Present,0.0
2449,1443,2026-06-24,Present,3.0
2450,1443,2026-06-23,Present,1.0
2451,1443,2026-06-22,Present,0.0
2452,1443,2026-06-19,Present,0.0
2453,1443,2026-06-18,Present,2.0
2454,1443,2026-06-17,Present,0.0
2455,1443,2026-06-16,Present,1.0
2456,1443,2026-06-15,Present,0.0
2457,1443,2026-06-12,Present,0.0
2458,1631,2026-07-10,Present,0.0
2459,1631,2026-07-09,Present,2.0
2460,1631,2026-07-08,Present,0.0
2461,1631,2026-07-07,Present,2.0
2462,1631,2026-07-06,Present,2.0
2463,1631,2026-07-03,Absent,2.0
2464,1631,2026-07-02,Present,0.0
2465,1631,2026-07-01,Present,1.0
2466,1631,2026-06-30,Present,0.0
2467,1631,2026-06-29,Present,2.0
2468,1631,2026-06-26,Present,0.0
